"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"52","Jarrell, USA",36.0653408,-88.5731106,36.0453408,36.0853408,-88.5931106,-88.5531106
"53","Nacogdoches Texas, USA",31.6035129,-94.6554874,31.5547536,31.6734496,-94.716828,-94.593435
"54","Valley View Early College, USA",30.0285361,-85.3118626,30.0085361,30.0485361,-85.3318626,-85.2918626
"55","Barton Gym, USA",36.1010082,-115.141402,36.1010082,36.1013356,-115.1414432,-115.141402
"56","Palacios, USA",28.7080461,-96.2174671,28.695089,28.743019,-96.268336,-96.1985375
"57","Tidehaven, USA",28.8790071,-96.1504161,28.8789571,28.8790571,-96.1504661,-96.1503661
"58","West Brook, USA",41.437535,-73.42274,41.437009,41.438635,-73.429276,-73.415293
"59","Shepherd, USA",39.7250457,-91.3445921,39.7050457,39.7450457,-91.3645921,-91.3245921
"60","Kirbyville Texas, USA",30.6604815,-93.8926809,30.634761,30.680458,-93.923609,-93.882339
"61","Mathis, USA",28.0942916,-97.8274111,28.0574064,28.1160614,-97.8390558,-97.7780688
"62","Somerset, USA",39.9980022,-79.0415528,39.7213723,40.285374,-79.4177842,-78.658409
"63","Lone Oak, USA",29.9016153,-96.5819171,29.8816153,29.9216153,-96.6019171,-96.5619171
"64","Weslaco, USA",26.1595156,-97.9908429,25.9995156,26.3195156,-98.1508429,-97.8308429
"65","Carthage Texas, USA",32.1570412,-94.338114,32.127573,32.178107,-94.3720469,-94.3008549
"66","Rains, USA",32.8685085,-95.7964017,32.711788,32.9797657,-95.9865897,-95.6348259
"67","Rusk, USA",31.7960064,-95.1502214,31.7777406,31.8185026,-95.199565,-95.112601
"68","Rice, USA",38.3266261,-98.2007179,38.159161,38.522743,-98.481598,-97.921265
"69","Elkhart, USA",41.6819935,-85.9766671,41.637636,41.73882,-86.042335,-85.888146
"70","Chapel Hill, USA",35.9131542,-79.05578,35.8694072,35.9730252,-79.0831657,-78.995411
"71","Santo, USA",32.6031864,-98.2153231,32.5831864,32.6231864,-98.2353231,-98.1953231
"72","Brady, USA",31.1317825,-99.334939,31.0928889,31.18405,-99.4448234,-99.3130984
"73","Winnsboro, USA",34.3807012,-81.0864776,34.344864,34.393807,-81.109123,-81.070506
"74","Nederland, USA",39.9613759,-105.5108312,39.954981,39.975315,-105.523337,-105.484176
"75","Needville, USA",29.3994101,-95.8377297,29.3800931,29.4128601,-95.8559991,-95.8193911
"76","Clute, USA",29.0246906,-95.3988291,29.0000046,29.0624586,-95.4225101,-95.3408571
"77","Henrietta Texas, USA",33.8173224,-98.1953221,33.789912,33.835202,-98.213397,-98.165229
"78","Jasper Texas, USA",30.9201995,-93.9965759,30.882173,30.966685,-94.036563,-93.947146
"79","Jasper Texas, USA",30.9201995,-93.9965759,30.882173,30.966685,-94.036563,-93.947146
"80","Temple, USA",31.098207,-97.3427847,31.030521,31.177408,-97.477125,-97.296736
"81","Pearsall Texas, USA",28.8921939,-99.095033,28.8649822,28.9117592,-99.1264222,-99.0727631
"82","Mansfield Timberview, USA",32.6211844,-97.0784901974639,32.6199509,32.6235022,-97.0822961,-97.0739008
"83","Frisco, USA",33.1506744,-96.8236116,33.0814979,33.219578,-96.9227866,-96.7325669
"84","LCM, USA",35.0216496,-85.5824641,35.0123964,35.0307919,-85.5859385,-85.5760231
"85","Highland Park, USA",42.1816919,-87.8003438,42.152293,42.223163,-87.852259,-87.7588729
"86","San Angelo, USA",31.4648357,-100.4398442,31.3355045,31.5264855,-100.5292906,-100.3599256
"87","Burkburnett, USA",34.0978711,-98.5706134,34.035028,34.104723,-98.605013,-98.517052
"88","Nocona, USA",33.7888548,-97.7267383,33.7488548,33.8288548,-97.7667383,-97.6867383
"89","Hidalgo Early College, USA",26.09734985,-98.2522583731704,26.0959686,26.0987499,-98.2542916,-98.2492607
"90","Burleson Centennial, USA",36.2774998,-115.2285283,36.2774786,36.2774998,-115.2285283,-115.2254445
"91","Granbury, USA",32.4420826,-97.7941967,32.411315,32.514009,-97.831182,-97.628053
"92","Levelland, USA",33.5873164,-102.37796,33.537908,33.6083138,-102.401899,-102.326046
"93","Childress, USA",34.4240925,-100.2070996,34.408353,34.446566,-100.314066,-100.191158
"94","Dalhart, USA",36.0594772,-102.5132497,36.0280396,36.0812177,-102.5395571,-102.4803892
"95","Glen Rose, USA",32.2345872,-97.7553061,32.2237188,32.2710748,-97.7772522,-97.7069262
"96","San Antonio East Central, USA",40.7641122,-111.8611633,40.7640622,40.7641622,-111.8612133,-111.8611133
"97","Nikki Rowe McAllen, USA",26.22618675,-98.2616597051545,26.2234687,26.228715,-98.2651518,-98.2583311
"98","Edingburg, USA",34.9912238,-85.3039955,34.9897979,34.9926521,-85.3039955,-85.3033204
"99","Livingston Junior High, USA",30.42057295,-90.9006067696327,30.419754,30.4209072,-90.9010351,-90.9001854
"100","Texas City, USA",29.383845,-94.9027002,29.300965,29.566376,-95.078276,-94.714285
"101","Waller, USA",29.9443902,-95.9955885,29.7279299,30.2453392,-96.192284,-95.803354
"102","Kyle, USA",29.9892928,-97.8772103,29.9428719,30.055501,-97.9746964,-97.8250171
"103","Florence Middle School, USA",30.8321857,-97.791244,30.8321357,30.8322357,-97.791294,-97.791194
"104","Karnes City, USA",28.8849772,-97.9008356,28.8575869,28.9043969,-97.9136126,-97.8830916
"105","Saginaw Field House, USA",43.4200387,-83.9490365,43.3800387,43.4600387,-83.9890365,-83.9090365
"106","Whitesboro, USA",39.2146231,-123.7644585,39.1946231,39.2346231,-123.7844585,-123.7444585
"107","TEST, USA",43.6508453,-94.720305775039,43.6497185,43.6519651,-94.7211623,-94.7194497
"108","Mount Pleasant, USA",32.7940651,-79.8625851,32.76592,32.9309269,-79.917163,-79.714916
"109","WILLS POINT HIGH SCHOOL, USA",32.7077029,-96.0286204,32.7076529,32.7077529,-96.0286704,-96.0285704
"110","Reicher Catholic, USA",31.5609991,-97.1675039,31.5609491,31.5610491,-97.1675539,-97.1674539
"111","East View, USA",39.8936861,-80.2297877,39.8736861,39.9136861,-80.2497877,-80.2097877
"112","Aledo, USA",41.1997568,-90.7493063,41.185186,41.214498,-90.761936,-90.71822
"113","Irma Marsh Middle School, USA",32.76620565,-97.3925694445267,32.7652076,32.7671011,-97.3934699,-97.3916648
"114","Huntington Middle School, USA",38.411055,-82.4521548,38.411005,38.411105,-82.4522048,-82.4521048
"115","Redwater, USA",33.3581802,-94.2543607,33.3465129,33.3702859,-94.2715773,-94.2407693
"116","Lovejoy H.S., USA",35.4226397,-79.9194894,35.4026397,35.4426397,-79.9394894,-79.8994894
"117","Paschal, USA",31.2668387,-85.851604,31.2667887,31.2668887,-85.851654,-85.851554
"118","Redwater, USA",33.3581802,-94.2543607,33.3465129,33.3702859,-94.2715773,-94.2407693
"119","Travis, USA",30.2878569,-97.7561392,30.0232901,30.627918,-98.173053,-97.3695829
"120","Brazos, USA",32.7676497,-98.214194,32.5575338,32.9811652,-98.5358479,-97.7963659
"121","Newman Smith, USA",32.911827,-82.495782,32.910327,32.916445,-82.511002,-82.480904
"122","Sweetwater, USA",32.4709519,-100.4059384,32.4322956,32.5066426,-100.4683112,-100.3518042
"123","Greenwood, USA",37.8709542,-96.2471338,37.603382,38.174072,-96.525558,-95.958842
"124","Frisco High, USA",33.1506744,-96.8236116,33.0814979,33.219578,-96.9227866,-96.7325669
"125","Orangefield, USA",30.0749334,-93.8557259,30.0549334,30.0949334,-93.8757259,-93.8357259
"126","Atlanta, USA",33.7490987,-84.3901849,33.647808,33.886823,-84.551068,-84.28956
"127","Caddo Mills, USA",33.0577178,-96.34076266801,33.0407958,33.0739578,-96.3556424,-96.2800944
"128","Pittsburg, USA",40.4416941,-79.9900861,40.36152,40.5012021,-80.095517,-79.865728
"129","Lufkin, USA",31.3386242,-94.7288558,31.1786242,31.4986242,-94.8888558,-94.5688558
"130","Sundown, USA",41.8878706,-74.4601545,41.8678706,41.9078706,-74.4801545,-74.4401545
"131","Andrews, USA",32.3187158,-102.5457155,32.302707,32.340185,-102.573873,-102.521883
"132","Keller, USA",37.6192992,-75.7638185,37.6147733,37.6256274,-75.770786,-75.757523
"133","Panhandle, USA",35.3454847,-101.3804082,35.336967,35.354142,-101.402055,-101.364103
"134","Cedar Hill, USA",32.5888072,-96.9553675,32.534919,32.639408,-97.021229,-96.890434
"135","WHITE OAK, USA",39.0398315,-76.9930319,39.017551,39.0658108,-77.011505,-76.9622557
"136","West, USA",31.8034812,-97.0933471,31.7861037,31.8243415,-97.1072005,-97.0773086
"137","Normangee Normangee, USA",31.0297095,-96.1169986,31.0097095,31.0497095,-96.1369986,-96.0969986
"138","Hebbronville, USA",27.3068397,-98.6780811,27.2668397,27.3468397,-98.7180811,-98.6380811
"139","Medina Valley, USA",41.1000764,-81.9382517,40.98815,41.277146,-82.173355,-81.684936
"140","Seagraves, USA",32.94182575,-102.562542443056,32.9381711,32.9431642,-102.5647654,-102.5587277
"141","Blooming Grove, USA",41.4092605,-74.1951475,41.3692605,41.4492605,-74.2351475,-74.1551475
"142","Quitman, USA",32.7957722,-95.4518285,32.776814,32.810664,-95.461874,-95.420374
"143","Howe, USA",44.9367168,-93.2159479,44.9304698,44.9415669,-93.2336004,-93.2003332
"144","Stephenville, USA",32.2191836,-98.2130634,32.188885,32.241177,-98.263457,-98.173109
"145","Bullard, USA",38.6090723,-120.9613299,38.5890723,38.6290723,-120.9813299,-120.9413299
"146","Calallen, USA",27.8630117,-97.62216,27.8430117,27.8830117,-97.64216,-97.60216
"147","Sharyland Mission, USA",26.2111845,-98.2880699,26.1911845,26.2311845,-98.3080699,-98.2680699
"148","Iowa Park, USA",33.9514847,-98.6686709,33.9114847,33.9914847,-98.7086709,-98.6286709
"149","Kennedale, USA",32.646801,-97.2258465,32.621685,32.668174,-97.244645,-97.188816
"150","Midway, USA",38.0276387,-78.7064082,38.0076387,38.0476387,-78.7264082,-78.6864082
"151","Paris Paris, USA",42.2271494,-111.4010403,42.2071494,42.2471494,-111.4210403,-111.3810403
"152","Bay City, USA",28.9827565,-95.969402,28.9457909,29.0202579,-96.000059,-95.8905219
"153","Corrigan-Camden, USA",30.9968565,-94.8271527,30.978616,31.022656,-94.861253,-94.793534
"154","West Brook, USA",41.437535,-73.42274,41.437009,41.438635,-73.429276,-73.415293
"155","John Tyler, USA",44.0807573,-103.2311883,44.0807073,44.0808073,-103.2312383,-103.2311383
"156","Forney, USA",32.747893,-96.4719289,32.7056029,32.7868127,-96.4961725,-96.398148
"157","Alvarado, USA",48.1941477,-96.9961813,48.187707,48.195968,-97.004848,-96.988512
"158","Crystal City, USA",28.6774795,-99.8281104,28.669628,28.711563,-99.841472,-99.808698
"159","Commerce, USA",34.002581,-118.156586,33.970528,34.0196169,-118.193514,-118.121211
"160","Maud, USA",35.130355,-96.7758529,35.12406,35.144642,-96.791653,-96.766043
"161","The Woodlands, USA",30.1734194,-95.504686,30.1031726,30.2305685,-95.601198,-95.4342991
"162","Lynn Lucas Middle School, USA",30.43218855,-95.4890820488974,30.4308709,30.4335806,-95.4902739,-95.4876942
"163","Burleson Centennial, USA",36.2774998,-115.2285283,36.2774786,36.2774998,-115.2285283,-115.2254445
"164","Georgetown high School, USA",30.6636006,-97.6644249837757,30.6595908,30.6671288,-97.6685783,-97.661492
"165","Granbury high School, USA",32.4420747,-97.8103822277672,32.4379844,32.4453296,-97.8134536,-97.8070337
"166","Hitchcock, USA",40.1659573,-101.0387468,40.002157,40.351013,-101.32576,-100.7568539
"167","Newton, USA",42.3370414,-71.2092214,42.2828375,42.3678203,-71.2703334,-71.1568278
"168","Fairfield, USA",38.2493581,-122.0399663,38.158498,38.308742,-122.174914,-121.892073
"169","Big Lake, USA",45.3324647,-93.7460804,45.2970581,45.3791698,-93.7944964,-93.6648374
"170","Bovina, USA",42.2695295,-74.726823,42.2495295,42.2895295,-74.746823,-74.706823
"171","PECOS HIGH SCHOOL, USA",31.414857,-103.5029518,31.414807,31.414907,-103.5030018,-103.5029018
"172","Bishop Jr High, USA",37.363679,-118.3952405,37.353672,37.37934,-118.4138387,-118.3815379
"173","Del Valle, USA",37.8836845,-122.2134871,37.8833415,37.8841385,-122.2135356,-122.2128727
"174","Navasota, USA",30.3874135,-96.0875066,30.353839,30.430915,-96.1216782,-96.0573575
"175","John B Connally, USA",29.7593335,-95.3715054,29.7592835,29.7593835,-95.3715554,-95.3714554
"176","Dickinson, USA",38.8790615,-97.1893341,38.6092529,39.1335404,-97.3719157,-96.890042
"177","Holy Cross, USA",62.1994444,-159.7713889,62.139169,62.234124,-159.931433,-159.715126
"178","KINGSVILLE, USA",27.5158689,-97.856109,27.462952,27.542479,-97.895063,-97.828563
"179","Cotulla Texas, USA",28.4354022,-99.2358033,28.421455,28.451526,-99.252817,-99.219874
"180","Pharr, USA",26.1947962,-98.1836216,26.0641036,26.2504116,-98.2215287,-98.1593246
"181","Victoria West, USA",28.8052674,-97.0035982,28.7633121,28.9057481,-97.0514347,-96.9002707
"182","Brownfield, USA",33.1812035,-102.2743489,33.144576,33.202934,-102.294415,-102.244078
"183","Newton Texas, USA",30.8485337,-93.7574008,30.811145,30.882822,-93.797429,-93.714538
"184","Chico, USA",39.7284945,-121.8374777,39.6986722,39.8168492,-121.8987215,-121.7133702
"185","Lindale, USA",32.5156971,-95.4093998,32.4566848,32.5337478,-95.457903,-95.378649
"186","James E. Taylor, USA",30.576951,-97.421339,30.576613,30.577291,-97.422401,-97.420276
"187","Iowa Park, USA",33.9514847,-98.6686709,33.9114847,33.9914847,-98.7086709,-98.6286709
"188","Anahuac, USA",29.7730001,-94.6826961,29.746243,29.784076,-94.690072,-94.667911
"189","Malakoff, USA",32.1695965,-96.0124678,32.150672,32.206402,-96.0636118,-95.9723918
"190","Sundown, USA",41.8878706,-74.4601545,41.8678706,41.9078706,-74.4801545,-74.4401545
"191","Anahuac, USA",29.7730001,-94.6826961,29.746243,29.784076,-94.690072,-94.667911
"192","Elkhart, USA",41.6819935,-85.9766671,41.637636,41.73882,-86.042335,-85.888146
"193","Abilene, USA",32.4466741,-99.7333011,32.343292,32.624481,-99.867722,-99.623084
"194","Sundown, USA",41.8878706,-74.4601545,41.8678706,41.9078706,-74.4801545,-74.4401545
"195","Smithville Texas, USA",30.0085542,-97.1594321,29.991439,30.040103,-97.177088,-97.119877
"196","West, USA",31.8034812,-97.0933471,31.7861037,31.8243415,-97.1072005,-97.0773086
"197","Bishop, USA",37.363679,-118.3952405,37.353672,37.37934,-118.4138387,-118.3815379
"198","Bishop Texas, USA",27.5861441,-97.7991636,27.571318,27.599346,-97.813587,-97.783243
"199","Weslaco East, USA",26.1595156,-97.9908429,25.9995156,26.3195156,-98.1508429,-97.8308429
"200","Burleson, USA",32.5420821,-97.3208492,32.4327207,32.5719198,-97.4315483,-97.2489012
"201","Abilene, USA",32.4466741,-99.7333011,32.343292,32.624481,-99.867722,-99.623084
"202","Abilene, USA",32.4466741,-99.7333011,32.343292,32.624481,-99.867722,-99.623084
"203","Abilene, USA",32.4466741,-99.7333011,32.343292,32.624481,-99.867722,-99.623084
"204","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"205","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"206","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"207","Cleveland, USA",41.5051613,-81.6934446,41.390628,41.604436,-81.8790937,-81.532744
"208","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"209","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"210","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"211","Oregon City, USA",45.3573429,-122.6067583,45.3110543,45.3805715,-122.6403733,-122.5483499
"212","Cleveland, USA",41.5051613,-81.6934446,41.390628,41.604436,-81.8790937,-81.532744
"213","Minneapolis, USA",44.9772995,-93.2654692,44.89015,45.05125,-93.329163,-93.1938584
"214","Eagan, USA",44.818173,-93.1659179,44.7756309,44.861977,-93.2278669,-93.105611
"215","Wheatfield, USA",41.193094,-87.0555805,41.183457,41.196482,-87.06092,-87.045159
"216","Peoria, USA",40.6938609,-89.5891008,40.651938,40.844085,-89.698915,-89.546494
"217","Phoenix, USA",33.4485866,-112.0773456,33.2903739,33.9183794,-112.3240289,-111.9255201
"218","Montgomery, USA",32.3669656,-86.3006485,32.249921,32.437677,-86.41987,-86.072205
"219","Roy, USA",41.1617999,-112.0261903,41.1526181,41.205379,-112.0885393,-112.0144773
"220","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"221","Wheatfield, USA",41.193094,-87.0555805,41.183457,41.196482,-87.06092,-87.045159
"222","Madison, USA",43.074761,-89.3837613,42.998071,43.171916,-89.566844,-89.246813
"223","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"224","Cleveland, USA",41.5051613,-81.6934446,41.390628,41.604436,-81.8790937,-81.532744
"225","Kenosha, USA",42.5846773,-87.8212263,42.53775,42.639375,-87.996968,-87.8061255
"226","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"227","Oregon City, USA",45.3573429,-122.6067583,45.3110543,45.3805715,-122.6403733,-122.5483499
"228","Brownstown, USA",38.8789426,-86.0419247,38.867609,38.889222,-86.064318,-86.033751
"229","Tucson, USA",32.2218917,-110.9262353,31.991623,32.32095,-111.0582298,-110.708206
"230","Layton, USA",41.0751048,-111.9741925,41.0366833,41.1165661,-112.0358598,-111.9011915
"231","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"232","Brownstown, USA",38.8789426,-86.0419247,38.867609,38.889222,-86.064318,-86.033751
"233","Glendale, USA",34.192912,-118.246248614754,34.118761,34.26719,-118.307849,-118.182005
"234","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"235","Brook Park, USA",41.3983838,-81.8045788,41.386401,41.421759,-81.885798,-81.780318
"236","Merrillville, USA",41.4828144,-87.3328139,41.434524,41.5226252,-87.3938539,-87.219556
"237","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"238","Tinley Park, USA",41.5733669,-87.7844944,41.524438,41.6038573,-87.856311,-87.75941
"239","Tinley Park, USA",41.5733669,-87.7844944,41.524438,41.6038573,-87.856311,-87.75941
"240","Rosemount, USA",44.7391873,-93.12611,44.7168625,44.7757849,-93.1586003,-92.974086
"241","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"242","Brook Park, USA",41.3983838,-81.8045788,41.386401,41.421759,-81.885798,-81.780318
"243","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"244","Phoenix, USA",33.4485866,-112.0773456,33.2903739,33.9183794,-112.3240289,-111.9255201
"245","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"246","Montgomery, USA",32.3669656,-86.3006485,32.249921,32.437677,-86.41987,-86.072205
"247","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"248","Flat Rock, USA",42.0964314,-83.2918744,42.074242,42.116877,-83.304323,-83.24119
"249","Peoria, USA",40.6938609,-89.5891008,40.651938,40.844085,-89.698915,-89.546494
"250","Kenniwick, USA",31.2784006,-92.4781142,31.2780739,31.2788608,-92.4781509,-92.4776606
"251","Cleveland, USA",41.5051613,-81.6934446,41.390628,41.604436,-81.8790937,-81.532744
"252","Farmingdale, USA",40.7328811,-73.4458564,40.7155894,40.7669394,-73.4696505,-73.392569
"253","Wheatfield, USA",41.193094,-87.0555805,41.183457,41.196482,-87.06092,-87.045159
"254","Farmingdale, USA",40.7328811,-73.4458564,40.7155894,40.7669394,-73.4696505,-73.392569
"255","Reno, USA",39.52927,-119.8136744,39.392426,39.723436,-120.002338,-119.699345
"256","Roy, USA",41.1617999,-112.0261903,41.1526181,41.205379,-112.0885393,-112.0144773
"257","Wenatchee, USA",47.4234599,-120.3103494,47.388032,47.45987,-120.368944,-120.2925802
"258","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"259","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"260","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"261","Tucson, USA",32.2218917,-110.9262353,31.991623,32.32095,-111.0582298,-110.708206
"262","Cleveland, USA",41.5051613,-81.6934446,41.390628,41.604436,-81.8790937,-81.532744
"263","Phoenix, USA",33.4485866,-112.0773456,33.2903739,33.9183794,-112.3240289,-111.9255201
"264","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"265","Portland, USA",45.5202471,-122.6741949,45.432536,45.6528812,-122.8367489,-122.4720252
"266","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"267","Peoria, USA",40.6938609,-89.5891008,40.651938,40.844085,-89.698915,-89.546494
"268","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"269","Apple Valley, USA",44.7319094,-93.21772,44.717345,44.776269,-93.248927,-93.151344
"270","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"271","Brookpark, USA",41.4193641,-81.8241644,41.4143641,41.4243641,-81.8291644,-81.8191644
"272","Wenatchee, USA",47.4234599,-120.3103494,47.388032,47.45987,-120.368944,-120.2925802
"273","Montgomery, USA",32.3669656,-86.3006485,32.249921,32.437677,-86.41987,-86.072205
"274","Burnsville, USA",44.7677424,-93.2777226,44.717207,44.828987,-93.328717,-93.221464
"275","Reno, USA",39.52927,-119.8136744,39.392426,39.723436,-120.002338,-119.699345
"276","Detroit, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"277","Dubuque, USA",42.5006217,-90.6647967,42.4112403,42.5579044,-90.8240079,-90.636727
"278","Peoria, USA",40.6938609,-89.5891008,40.651938,40.844085,-89.698915,-89.546494
"279","Farmingdale, USA",40.7328811,-73.4458564,40.7155894,40.7669394,-73.4696505,-73.392569
"280","Roy, USA",41.1617999,-112.0261903,41.1526181,41.205379,-112.0885393,-112.0144773
"281","Brook Park, USA",41.3983838,-81.8045788,41.386401,41.421759,-81.885798,-81.780318
"282","Rochester, USA",43.157285,-77.615214,42.997285,43.317285,-77.775214,-77.455214
